Sample	Unassigned_Unmapped	Unassigned_MultiMapping	percent_assigned	Unassigned_MappingQuality	Unassigned_NonSplit	Assigned	Total	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_rRNA	Unassigned_Ambiguity	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_Secondary	Unassigned_Chimera	Unassigned_Overlapping_Length	Unassigned_NoFeatures	not_aligned_percentage	not_aligned	reads_aligned	reads_aligned_percentage	reads_processed	per_tile_sequence_quality	sequence_length_distribution	Total Sequences	File type	per_sequence_gc_content	%GC	overrepresented_sequences	adapter_content	per_base_sequence_content	per_base_sequence_quality	basic_statistics	per_base_n_content	per_sequence_quality_scores	Sequence length	median_sequence_length	total_deduplicated_percentage	Encoding	avg_sequence_length	sequence_duplication_levels	Sequences flagged as poor quality	Total Bases	Filename	quality_trimmed	r_processed	cutadapt_version	r_written	percent_trimmed	bp_written	r_with_adapters	bp_processed	pe_sense	se_antisense	pe_antisense	failed	se_sense
SRX10341591	2398686	0	76.24039396712436	0	0	19207061	25192762	0	0	1403	19537	0	0	0	0	978135	2587940	9.52	1199343.0	11397038.0	90.48	12596381.0	pass	warn	12596381.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	23.78307300042187	Sanger / Illumina 1.9	148.82539056257508	fail	0.0	1.8 Gbp	SRX10341591_val_1.fq.gz	803611	12598294	4.4	12598294	0.4136008679693721	1881928102	4027027	1889744100	0.0271		0.5341	0.4388	
SRX10341592	671520	0	82.90057732064568	0	0	13376484	16135574	0	0	3276	10976	0	0	0	0	725367	1347951	4.16	335760.0	7732027.0	95.84	8067787.0	pass	warn	8067787.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	19.12706885717432	Sanger / Illumina 1.9	148.6212057903859	fail	0.0	1.2 Gbp	SRX10341592_val_1.fq.gz	533210	8068553	4.4	8068553	0.5489655951940825	1203638913	2699795	1210282950	0.0297		0.5569	0.4134	
SRX10341593	762490	0	81.51180042276458	0	0	13545049	16617286	0	0	11580	11718	0	0	0	0	784887	1501562	4.59	381245.0	7927398.0	95.41	8308643.0	pass	warn	8308643.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	19.461433503834375	Sanger / Illumina 1.9	148.5850104523687	fail	0.0	1.2 Gbp	SRX10341593_val_1.fq.gz	854732	8309804	4.4	8309804	0.5720771913914375	1239339826	2627344	1246470600	0.0319		0.5463	0.4217	
SRX10341594	944556	0	81.23635201941953	0	0	15603110	19207054	0	0	19795	13236	0	0	0	0	941610	1684747	4.92	472278.0	9131249.0	95.08	9603527.0	pass	warn	9603527.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	18.39488847294489	Sanger / Illumina 1.9	148.5533009903549	fail	0.0	1.4 Gbp	SRX10341594_val_1.fq.gz	1008346	9604590	4.4	9604590	0.6004960128438591	1432037223	3064150	1440688500	0.0296		0.5472	0.4232	
SRX10341595	1005742	0	81.53236995185433	0	0	15322693	18793386	0	0	8567	12814	0	0	0	0	825095	1618475	5.35	502871.0	8893822.0	94.65	9396693.0	pass	warn	9396693.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	18.189032518173008	Sanger / Illumina 1.9	148.6245799453063	fail	0.0	1.4 Gbp	SRX10341595_val_1.fq.gz	605489	9397579	4.4	9397579	0.5442940144477636	1401964281	3155833	1409636850	0.0342		0.5548	0.411	
SRX10341596	868836	0	81.03375556600382	0	0	14766885	18223128	0	0	9834	12666	0	0	0	0	880898	1684009	4.77	434418.0	8677146.0	95.23	9111564.0	pass	warn	9111564.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	19.268976648254228	Sanger / Illumina 1.9	148.66208841862934	fail	0.0	1.3 Gbp	SRX10341596_val_1.fq.gz	589740	9112500	4.4	9112500	0.5208953269318701	1359755012	3037175	1366875000	0.0357		0.5425	0.4218	
SRX10341597	747112	0	81.65553775038352	0	0	11942093	14624964	0	0	7116	10350	0	0	0	0	676256	1242037	5.11	373556.0	6938926.0	94.89	7312482.0	pass	warn	7312482.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	20.5181622355053	Sanger / Illumina 1.9	148.57385700231467	fail	0.0	1 Gbp	SRX10341597_val_1.fq.gz	760724	7313129	4.4	7313129	0.5776942628342351	1090632221	2315418	1096969350	0.0316		0.5465	0.422	
SRX11348531	6476334	0	56.44016669274132	0	0	12287495	21770834	0	0	11242	10490	0	0	0	0	902026	2083247	29.75	3238167.0	7647250.0	70.25	10885417.0		warn	10885417.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	18.21347273500298	Sanger / Illumina 1.9	148.737141535322	fail	0.0	1.6 Gbp	SRX11348531_val_1.fq.gz	967101	10886421	4.4	10886421	0.498572487689021	1624821645	3526489	1632963150	0.0489		0.5518	0.3993	
SRX11348532	7268884	0	57.0559397737128	0	0	14620863	25625488	0	0	11962	13849	0	0	0	0	1008037	2701893	28.37	3634442.0	9178302.0	71.63	12812744.0		warn	12812744.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	16.977256150299098	Sanger / Illumina 1.9	148.5745303269932	fail	0.0	1.9 Gbp	SRX11348532_val_1.fq.gz	939845	12813823	4.4	12813823	0.6027013171635038	1910489088	4184662	1922073450	0.0473		0.545	0.4076	
SRX1432806	4620313	0	30.058619695376137	0	0	4372111	14545282	0	0	4160211	3714	0	0	0	0	207646	1181287	31.77	4620313.0	9924969.0	68.23	14545282.0	pass	warn	14545282.0	Conventional base calls	warn	51.0	warn	pass	fail	pass	pass	pass	pass	20-50	50	8.403132578082905	Sanger / Illumina 1.9	49.41932373672783	fail	0.0	718.8 Mbp	SRX1432806_trimmed.fq.gz	2458886	14648845	4.4	14648845	1.8522260287415149	718875764	4661150	732442250		0.2567		0.7103	0.033
SRX14563846	1592584	0	84.04796606126088	0	0	38782569	46143376	0	0	1070210	18264	0	0	0	0	1490829	3188920	3.45	796292.0	22275396.0	96.55	23071688.0		warn	23071688.0	Conventional base calls	warn	50.0	warn	pass	fail	pass	pass	pass	pass	20-151	151	6.507817432684136	Sanger / Illumina 1.9	146.87425553778294	fail	0.0	3.3 Gbp	SRX14563846_val_1.fq.gz	8452114	23215484	4.4	23215484	3.314532554369477	3389345883	10682811	3505538084	0.0147		0.5839	0.4014	
SRX14563847	2178918	0	81.0713137593958	0	0	34766426	42883758	0	0	1679428	16722	0	0	0	0	1308648	2933616	5.08	1089459.0	20352420.0	94.92	21441879.0		warn	21441879.0	Conventional base calls	warn	50.0	warn	pass	fail	pass	pass	pass	pass	20-151	151	7.002143104388788	Sanger / Illumina 1.9	147.27103011820932	fail	0.0	3.1 Gbp	SRX14563847_val_1.fq.gz	99963810	22717430	4.4	22717430	8.187950429625042	3149458052	10109914	3430331930	0.0138		0.5713	0.4149	
SRX14563848	4561456	0	75.20395422676017	0	0	36224546	48168406	0	0	2699529	18424	0	0	0	0	1345292	3319159	9.47	2280728.0	21803475.0	90.53	24084203.0		warn	24084203.0	Conventional base calls	warn	49.0	warn	pass	warn	pass	pass	pass	pass	20-151	151	13.152286544366223	Sanger / Illumina 1.9	144.2752598041131	fail	0.0	3.4 Gbp	SRX14563848_val_2.fq.gz	42662546	24522616	4.4	24522616	6.181724371499862	3474011016	12151737	3702915016	0.0162		0.5504	0.4335	
SRX14563849	1500530	0	85.08618276274478	0	0	39717723	46679404	0	0	998290	19132	0	0	0	0	1508659	2935070	3.21	750265.0	22589437.0	96.79	23339702.0		warn	23339702.0	Conventional base calls	pass	49.0	warn	pass	warn	pass	pass	pass	pass	20-151	151	12.474235431290676	Sanger / Illumina 1.9	146.52216677830762	fail	0.0	3.4 Gbp	SRX14563849_val_2.fq.gz	31606153	23937958	4.4	23937958	5.149196394273377	3428507175	11270986	3614631658	0.0129		0.582	0.405	
SRX14570260	1534364	0	82.18083660450148	0	0	19922783	24242614	0	0	37205	12454	0	0	0	0	634259	2101549	6.33	767182.0	11354125.0	93.67	12121307.0	pass	warn	12121307.0	Conventional base calls	warn	50.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	15.514861789179518	Sanger / Illumina 1.9	148.5010462980601	fail	0.0	1.8 Gbp	SRX14570260_val_1.fq.gz	1373999	12123015	4.4	12123015	0.5878912685224481	1807761728	3727443	1818452250	0.0432		0.574	0.3828	
SRX14570261	1197780	0	82.21102798002144	0	0	15376800	18704060	0	0	28785	9658	0	0	0	0	482876	1608161	6.4	598890.0	8753140.0	93.6	9352030.0	pass	warn	9352030.0	Conventional base calls	warn	50.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	17.053433856545038	Sanger / Illumina 1.9	148.6177511192757	fail	0.0	1.3 Gbp	SRX14570261_val_1.fq.gz	1155118	9353209	4.4	9353209	0.5482727906539884	1395289185	3112491	1402981350	0.0435		0.5746	0.3819	
SRX14570262	1308904	0	82.46228505442015	0	0	17642669	21394834	0	0	30156	10884	0	0	0	0	583220	1819001	6.12	654452.0	10042965.0	93.88	10697417.0	pass	warn	10697417.0	Conventional base calls	warn	50.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	16.093100913827733	Sanger / Illumina 1.9	148.63784771594862	fail	0.0	1.5 Gbp	SRX14570262_val_1.fq.gz	1245293	10699063	4.4	10699063	0.5342256606957076	1596285879	3555463	1604859450	0.0423		0.5734	0.3844	
SRX14570263	1697294	0	80.18228585927673	0	0	19308143	24080310	0	0	46114	14032	0	0	0	0	645105	2369622	7.05	848647.0	11191508.0	92.95	12040155.0	fail	warn	12040155.0	Conventional base calls	warn	50.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	15.220486492406533	Sanger / Illumina 1.9	148.66044182986016	fail	0.0	1.7 Gbp	SRX14570263_val_1.fq.gz	1266982	12041731	4.4	12041731	0.5013445879721667	1797204065	3630931	1806259650	0.0539		0.5776	0.3685	
SRX14570264	1620704	0	80.96700282800985	0	0	20583527	25422118	0	0	47461	14356	0	0	0	0	744607	2411463	6.38	810352.0	11900707.0	93.62	12711059.0	fail	warn	12711059.0	Conventional base calls	warn	50.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	14.778143996604513	Sanger / Illumina 1.9	148.7075740109459	fail	0.0	1.8 Gbp	SRX14570264_val_1.fq.gz	1292307	12712607	4.4	12712607	0.4700223434369782	1897928236	3841310	1906891050	0.0498		0.5744	0.3758	
SRX14570265	1637960	0	78.01061660017238	0	0	21509315	27572292	0	0	22656	15975	0	0	0	0	1392148	2994238	5.94	818980.0	12967166.0	94.06	13786146.0	fail	warn	13786146.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	15.294514756602869	Sanger / Illumina 1.9	148.8052185868335	fail	0.0	2 Gbp	SRX14570265_val_1.fq.gz	1081699	13787707	4.4	13787707	0.4299747593998044	2059263501	4449087	2068156050	0.0418		0.548	0.4101	
SRX14570266	1754928	0	77.12405291828969	0	0	21881553	28371892	0	0	30263	16064	0	0	0	0	1381555	3307529	6.19	877464.0	13308482.0	93.81	14185946.0	fail	warn	14185946.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	16.14738117741145	Sanger / Illumina 1.9	148.76112787966343	fail	0.0	2.1 Gbp	SRX14570266_val_1.fq.gz	1382326	14187455	4.4	14187455	0.457197573490101	2118388545	4605407	2128118250	0.044		0.5412	0.4148	
SRX14570267	1596368	0	82.3358743842779	0	0	22507496	27336196	0	0	29727	15650	0	0	0	0	832918	2354037	5.84	798184.0	12869914.0	94.16	13668098.0	fail	warn	13668098.0	Conventional base calls	warn	50.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	13.960174050352968	Sanger / Illumina 1.9	148.71559642021882	fail	0.0	2 Gbp	SRX14570267_val_1.fq.gz	1153709	13669394	4.4	13669394	0.4615967125779923	2040944479	4123628	2050409100	0.0379		0.5892	0.3729	
SRX14570268	1409494	0	81.84839702968658	0	0	18196313	22231728	0	0	25585	12663	0	0	0	0	658686	1928987	6.34	704747.0	10411117.0	93.66	11115864.0	pass	warn	11115864.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	14.41558827708454	Sanger / Illumina 1.9	148.7740590385057	fail	0.0	1.6 Gbp	SRX14570268_val_2.fq.gz	1271335	11117167	4.4	11117167	0.4730898318489473	1659685922	3371203	1667575050	0.0423		0.5939	0.3638	
SRX14570269	1112394	0	81.04605925085764	0	0	13527944	16691674	0	0	44355	8921	0	0	0	0	488954	1509106	6.66	556197.0	7789640.0	93.34	8345837.0	pass	warn	8345837.0	Conventional base calls	warn	49.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	17.506216623204963	Sanger / Illumina 1.9	148.6914404151435	fail	0.0	1.2 Gbp	SRX14570269_val_2.fq.gz	1082420	8346938	4.4	8346938	0.5684192215157223	1244923860	2791489	1252040700	0.046		0.5602	0.3938	
SRX14570270	1351732	0	82.29874299114425	0	0	17814246	21645830	0	0	38912	11289	0	0	0	0	605340	1824311	6.24	675866.0	10147049.0	93.76	10822915.0	pass	warn	10822915.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	16.43841440727429	Sanger / Illumina 1.9	148.64992139363562	fail	0.0	1.6 Gbp	SRX14570270_val_1.fq.gz	1219026	10824161	4.4	10824161	0.4677836308359911	1616029102	3295295	1623624150	0.0436		0.5686	0.3878	
SRX14570271	1232046	0	79.99829494112628	0	0	15126428	18908438	0	0	108197	9977	0	0	0	0	573975	1857815	6.52	616023.0	8838196.0	93.48	9454219.0	pass	warn	9454219.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	17.355132074389125	Sanger / Illumina 1.9	148.61724337039368	fail	0.0	1.4 Gbp	SRX14570271_val_1.fq.gz	1221622	9455497	4.4	9455497	0.542946464545086	1410623807	3172136	1418324550	0.0505		0.5542	0.3953	
SRX14570272	1586512	0	79.14539210911298	0	0	15915282	20108918	0	0	71019	10831	0	0	0	0	564796	1960478	7.89	793256.0	9261203.0	92.11	10054459.0	pass	warn	10054459.0	Conventional base calls	warn	50.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	16.343189301398567	Sanger / Illumina 1.9	148.58274900718175	fail	0.0	1.4 Gbp	SRX14570272_val_1.fq.gz	1245108	10055568	4.4	10055568	0.5720035572994651	1499707469	3341604	1508335200	0.0525		0.5719	0.3756	
SRX14570273	1627320	0	79.25188917850132	0	0	15993819	20180994	0	0	69102	11615	0	0	0	0	568309	1910829	8.06	813660.0	9276837.0	91.94	10090497.0	pass	warn	10090497.0	Conventional base calls	warn	50.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	16.100823720626426	Sanger / Illumina 1.9	148.68090451838	fail	0.0	1.5 Gbp	SRX14570273_val_1.fq.gz	1149722	10091692	4.4	10091692	0.479243520313541	1506499233	3050961	1513753800	0.051		0.5783	0.3707	
SRX14570274	1585896	0	79.87190345568315	0	0	18091443	22650572	0	0	82159	12567	0	0	0	0	685647	2192860	7.0	792948.0	10532338.0	93.0	11325286.0	pass	warn	11325286.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	15.605695349971471	Sanger / Illumina 1.9	148.64966156263074	fail	0.0	1.6 Gbp	SRX14570274_val_1.fq.gz	1162001	11326591	4.4	11326591	0.495672234184731	1690567235	3467821	1698988650	0.0492		0.5739	0.3769	
SRX14570275	1487746	0	80.61242929646227	0	0	18601784	23075578	0	0	56797	12643	0	0	0	0	670507	2246101	6.45	743873.0	10793916.0	93.55	11537789.0	pass	warn	11537789.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	15.789092002720828	Sanger / Illumina 1.9	148.59942810533283	fail	0.0	1.7 Gbp	SRX14570275_val_1.fq.gz	1380221	11539321	4.4	11539321	0.5583325050061437	1721233983	3849544	1730898150	0.051		0.5705	0.3785	
SRX14570276	1490452	0	80.68547597147763	0	0	17124942	21224318	0	0	56726	11609	0	0	0	0	598693	1941896	7.02	745226.0	9866933.0	92.98	10612159.0	pass	warn	10612159.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	16.44357309833215	Sanger / Illumina 1.9	148.60855006036002	fail	0.0	1.5 Gbp	SRX14570276_val_1.fq.gz	1640256	10613454	4.4	10613454	0.5516772705033944	1583235298	3528986	1592018100	0.0473		0.5853	0.3675	
SRX14570277	1925648	0	80.22997997375042	0	0	22431744	27959304	0	0	73104	15289	0	0	0	0	826719	2686800	6.89	962824.0	13016828.0	93.11	13979652.0	warn	warn	13979652.0	Conventional base calls	fail	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	14.345873002668355	Sanger / Illumina 1.9	148.57355733890944	fail	0.0	2 Gbp	SRX14570277_val_1.fq.gz	1999478	13980920	4.4	13980920	0.5273803154584963	2086078107	4280120	2097138000	0.0506		0.587	0.3623	
SRX14953908	50635782	0	29.687718143235266	0	0	24092674	81153674	0	0	3238586	15144	0	0	0	0	1206827	1964661	62.39	25317891.0	15258946.0	37.61	40576837.0		warn	40576837.0	Conventional base calls	warn	52.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	5.234151456765355	Sanger / Illumina 1.9	99.0395559910202	fail	0.0	4 Gbp	SRX14953908_val_1.fq.gz	5481706	40683603	4.4	40683603	0.727595144412357	4038759108	13791589	4068360300	0.0144		0.529	0.4566	
SRX14953909	8356810	0	74.96728643431848	0	0	48851756	65164098	0	0	1126049	35226	0	0	0	0	2542948	4251309	12.82	4178405.0	28403644.0	87.18	32582049.0		warn	32582049.0	Conventional base calls	pass	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	7.509528561846519	Sanger / Illumina 1.9	99.03273633895768	fail	0.0	3.2 Gbp	SRX14953909_val_1.fq.gz	19259442	32706613	4.4	32706613	1.1935803013292756	3231623331	10006040	3270661300	0.0181		0.5857	0.3961	
SRX14953910	23754532	0	53.24594175849023	0	0	35145872	66006668	0	0	2706232	23380	0	0	0	0	1721380	2655272	35.99	11877266.0	21126068.0	64.01	33003334.0		warn	33003334.0	Conventional base calls	warn	50.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.66164214154753	Sanger / Illumina 1.9	98.92426940866036	fail	0.0	3.2 Gbp	SRX14953910_val_2.fq.gz	4517910	33120928	4.4	33120928	0.6727434388311826	3289810913	11019475	3312092800	0.0149		0.5614	0.4237	
SRX14953911	10112890	0	72.62501049750797	0	0	44709576	61562230	0	0	1193918	31126	0	0	0	0	2136571	3378149	16.43	5056445.0	25724670.0	83.57	30781115.0		warn	30781115.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.854777967517343	Sanger / Illumina 1.9	99.01200453589809	fail	0.0	3 Gbp	SRX14953911_val_2.fq.gz	12344238	30836014	4.4	30836014	0.8905171401206394	3056141401	9282583	3083601400	0.0146		0.5834	0.402	
SRX14953912	49440908	0	16.49127248992637	0	0	10369224	62877040	0	0	1642401	6872	0	0	0	0	526785	890850	78.63	24720454.0	6718066.0	21.37	31438520.0		warn	31438520.0	Conventional base calls	warn	53.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	6.647246033433948	Sanger / Illumina 1.9	99.10481943806516	fail	0.0	3.1 Gbp	SRX14953912_val_2.fq.gz	12315764	31484834	4.4	31484834	0.8063678214088725	3123095043	8078586	3148483400	0.0167		0.5083	0.475	
SRX14953913	13933374	0	66.21199761313255	0	0	46661107	70472284	0	0	1538792	29013	0	0	0	0	2259157	6050841	19.77	6966687.0	28269455.0	80.23	35236142.0		warn	35236142.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.794912293194713	Sanger / Illumina 1.9	98.92364226480868	fail	0.0	3.4 Gbp	SRX14953913_val_2.fq.gz	5448690	35368087	4.4	35368087	0.7827706938178478	3509123598	11551743	3536808700	0.0369		0.4864	0.4767	
SRX14953914	46606744	0	13.087599916325347	0	0	7488938	57221630	0	0	1670256	4502	0	0	0	0	351489	1099701	81.45	23303372.0	5307443.0	18.55	28610815.0		warn	28610815.0	Conventional base calls	warn	53.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	6.892726428157503	Sanger / Illumina 1.9	99.02653265906616	fail	0.0	2.8 Gbp	SRX14953914_val_2.fq.gz	3536301	28689523	4.4	28689523	0.6692732744284385	2849751169	9732599	2868952300	0.0359		0.4289	0.5352	
SRX14953915	45566792	0	15.036912999778895	0	0	8623423	57348360	0	0	1610161	5421	0	0	0	0	408042	1134521	79.46	22783396.0	5890784.0	20.54	28674180.0		warn	28674180.0	Conventional base calls	warn	53.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	6.995019702494116	Sanger / Illumina 1.9	99.11707082818062	fail	0.0	2.8 Gbp	SRX14953915_val_2.fq.gz	11407427	28716903	4.4	28716903	0.7974440001416586	2848790178	7311431	2871690300	0.032		0.4497	0.5182	
SRX14953916	35969866	0	35.09134148809928	0	0	23216920	66161392	0	0	2910506	14345	0	0	0	0	1130815	2918940	54.37	17984933.0	15095763.0	45.63	33080696.0		warn	33080696.0	Conventional base calls	fail	51.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.821992089789003	Sanger / Illumina 1.9	99.00758279088204	fail	0.0	3.2 Gbp	SRX14953916_val_2.fq.gz	16978493	33164008	4.4	33164008	0.9824972904360656	3283817252	9314065	3316400800	0.0336		0.4679	0.4985	
SRX14953917	11946946	0	70.37982790580104	0	0	46870374	66596318	0	0	1260656	30674	0	0	0	0	2423333	4064335	17.94	5973473.0	27324686.0	82.06	33298159.0		warn	33298159.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.62689314552389	Sanger / Illumina 1.9	98.94641448495696	fail	0.0	3.3 Gbp	SRX14953917_val_2.fq.gz	5230337	33390854	4.4	33390854	0.7291723655825035	3314737712	10980596	3339085400	0.0184		0.5642	0.4174	
SRX14953918	6941042	0	79.49977026716748	0	0	56638519	71243626	0	0	144404	38028	0	0	0	0	2865279	4616354	9.74	3470521.0	32151292.0	90.26	35621813.0		warn	35621813.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	7.187653728114188	Sanger / Illumina 1.9	98.96986697448556	fail	0.0	3.5 Gbp	SRX14953918_val_1.fq.gz	33034397	36900020	4.4	36900020	3.703361271890909	3553347895	13006240	3690002000	0.0161		0.597	0.3869	
SRX14953919	49588752	0	25.434952448451487	0	0	18517968	72805200	0	0	2214898	12874	0	0	0	0	948886	1521822	68.11	24794376.0	11608224.0	31.89	36402600.0		warn	36402600.0	Conventional base calls	warn	52.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	5.836279667917716	Sanger / Illumina 1.9	99.07182058424398	fail	0.0	3.6 Gbp	SRX14953919_val_1.fq.gz	19199312	36487288	4.4	36487288	0.9614355279022108	3613648625	9646128	3648728800	0.0149		0.5399	0.4452	
SRX14953920	53599944	0	15.485086157841232	0	0	10462688	67566224	0	0	1784472	5928	0	0	0	0	519383	1193809	79.33	26799972.0	6983140.0	20.67	33783112.0		warn	33783112.0	Conventional base calls	warn	53.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	5.134371345767857	Sanger / Illumina 1.9	99.04046885911517	fail	0.0	3.3 Gbp	SRX14953920_val_1.fq.gz	4840853	33943858	4.4	33943858	0.7283248415663299	3369663645	11601746	3394385800	0.0271		0.4576	0.5153	
SRX14953921	39766264	0	35.56930078679196	0	0	25040447	70399042	0	0	1768833	14358	0	0	0	0	1224993	2584147	56.49	19883132.0	15316389.0	43.51	35199521.0		warn	35199521.0	Conventional base calls	fail	51.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	6.456835147689044	Sanger / Illumina 1.9	99.09125655431504	fail	0.0	3.4 Gbp	SRX14953921_val_1.fq.gz	22000771	35305646	4.4	35305646	1.070888321941482	3492756196	9706822	3530564600	0.0257		0.5152	0.4591	
SRX14953922	61700706	0	12.568214837806382	0	0	9395645	74757196	0	0	1867285	5788	0	0	0	0	449974	1337798	82.53	30850353.0	6528245.0	17.47	37378598.0		warn	37378598.0	Conventional base calls	warn	53.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	4.677670899540924	Sanger / Illumina 1.9	99.0167532233285	fail	0.0	3.7 Gbp	SRX14953922_val_1.fq.gz	21284267	37478678	4.4	37478678	1.0526263759890355	3708416755	9603641	3747867800	0.0356		0.4293	0.5352	
SRX14953923	49242540	0	25.715040248637568	0	0	18946908	73680258	0	0	1832787	12690	0	0	0	0	989219	2656114	66.83	24621270.0	12218859.0	33.17	36840129.0		warn	36840129.0	Conventional base calls	fail	51.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	6.653095440386114	Sanger / Illumina 1.9	99.06154242836664	fail	0.0	3.6 Gbp	SRX14953923_val_1.fq.gz	6013684	36930468	4.4	36930468	0.692598886101308	3667468799	12275822	3693046800	0.0351		0.5242	0.4407	
SRX14953924	5538202	0	76.49904860742566	0	0	42116617	55055086	0	0	507578	26116	0	0	0	0	2031909	4834664	10.06	2769101.0	24758442.0	89.94	27527543.0		warn	27527543.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.839609903498367	Sanger / Illumina 1.9	99.07113395481754	fail	0.0	2.7 Gbp	SRX14953924_val_1.fq.gz	4834760	27609958	4.4	27609958	0.7301211396265073	2740837186	8876127	2760995800	0.0239		0.5749	0.4012	
SRX14953925	53288330	0	9.871539600632891	0	0	6074290	61533360	0	0	1066115	3747	0	0	0	0	317680	783198	86.6	26644165.0	4122515.0	13.4	30766680.0		warn	30766680.0	Conventional base calls	warn	53.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	5.146704255059994	Sanger / Illumina 1.9	99.02180904797008	fail	0.0	3 Gbp	SRX14953925_val_1.fq.gz	27388235	30923166	4.4	30923166	1.3310241260548807	3051157120	7888698	3092316600	0.0296		0.5013	0.4691	
SRX14953926	24399752	0	43.91852951083826	0	0	23804789	54202154	0	0	1273223	14490	0	0	0	0	1244443	3465457	45.02	12199876.0	14901201.0	54.98	27101077.0		warn	27101077.0	Conventional base calls	fail	50.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.821215549291558	Sanger / Illumina 1.9	99.01549691180168	fail	0.0	2.6 Gbp	SRX14953926_val_1.fq.gz	21721595	27226711	4.4	27226711	1.3026637334197289	2687203851	8174986	2722671100	0.0381		0.5408	0.4211	
SRX14953927	48976484	0	18.763312450166257	0	0	12534292	66802128	0	0	2838155	7034	0	0	0	0	633757	1812406	73.32	24488242.0	8912822.0	26.68	33401064.0		warn	33401064.0	Conventional base calls	warn	52.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	5.8363899701590025	Sanger / Illumina 1.9	98.65467022248154	fail	0.0	3.3 Gbp	SRX14953927_val_1.fq.gz	20725209	34294248	4.4	34294248	3.029131824088984	3325543002	12900026	3429424800	0.0287		0.485	0.4863	
SRX14953928	62258212	0	9.732939034473045	0	0	7163477	73600348	0	0	2078981	5457	0	0	0	0	303934	1790287	84.59	31129106.0	5671068.0	15.41	36800174.0		warn	36800174.0	Conventional base calls	fail	53.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	7.32562310701455	Sanger / Illumina 1.9	98.98075840619668	fail	0.0	3.6 Gbp	SRX14953928_val_2.fq.gz	5427440	36903184	4.4	36903184	0.7054101618982254	3664286519	12495515	3690318400	0.0593		0.425	0.5157	
