Sample	Unassigned_MultiMapping	Unassigned_rRNA	Unassigned_Duplicate	Unassigned_Ambiguity	Unassigned_Secondary	Unassigned_Read_Type	Unassigned_Overlapping_Length	Unassigned_Unmapped	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_NonSplit	Unassigned_NoFeatures	Total	Unassigned_Chimera	percent_assigned	Unassigned_FragmentLength	Assigned	reads_aligned	not_aligned	not_aligned_percentage	reads_aligned_percentage	reads_processed	per_sequence_gc_content	per_base_sequence_quality	per_sequence_quality_scores	sequence_length_distribution	total_deduplicated_percentage	Encoding	sequence_duplication_levels	Total Sequences	Sequence length	per_base_sequence_content	%GC	per_tile_sequence_quality	per_base_n_content	Sequences flagged as poor quality	File type	median_sequence_length	adapter_content	Filename	Total Bases	basic_statistics	overrepresented_sequences	avg_sequence_length	quality_trimmed	cutadapt_version	r_processed	r_with_adapters	r_written	bp_written	percent_trimmed	bp_processed	pe_antisense	pe_sense	failed	se_sense	se_antisense
SRX5252032	0	49122	0	7150	0	0	576669	2091227	0	0	0	3658182	13695255	0	53.39736281	0	7312905	11604028	2091227	15.27	84.73	13695255	warn	pass	pass	warn	19.93968007	Sanger / Illumina 1.9	fail	13695255	20-101	fail	45		pass	0	Conventional base calls	100	pass	SRX5252032_trimmed.fq.gz	1.3 Gbp	pass	warn	99.12539226	8388314	4.4	13730958	4787377	13730958	1367017545	1.428384107	1386826758			0.5031	0.1518	0.345
SRX5252033	0	49543	0	7742	0	0	656592	2215514	0	0	0	3867450	15726537	0	56.78107011	0	8929696	13511023	2215514	14.09	85.91	15726537	warn	pass	pass	warn	18.21423503	Sanger / Illumina 1.9	fail	15726537	20-101	fail	46		pass	0	Conventional base calls	100	pass	SRX5252033_trimmed.fq.gz	1.5 Gbp	pass	warn	98.83617582	9840742	4.4	15771444	5758922	15771444	1565190771	1.7405234	1592915844			0.4999	0.1261	0.374
SRX5252034	0	40546	0	5141	0	0	437219	1822320	0	0	0	2657025	10719334	0	53.70746914	0	5757083	8897014	1822320	17	83	10719334	warn	pass	pass	warn	22.42808398	Sanger / Illumina 1.9	fail	10719334	20-101	fail	46		pass	0	Conventional base calls	100	pass	SRX5252034_trimmed.fq.gz	1 Gbp	pass	fail	96.73047355	28833770	4.4	10729389	4138751	10729389	1044209494	3.641224478	1083668289			0.5062	0.1362	0.3576
SRX5252035	0	30349	0	5964	0	0	510195	1459394	0	0	0	2673058	12166127	0	61.54108863	0	7487167	10706733	1459394	12	88	12166127	warn	pass	pass	warn	19.19520967	Sanger / Illumina 1.9	fail	12166127	20-101	fail	47		pass	0	Conventional base calls	100	pass	SRX5252035_trimmed.fq.gz	1.2 Gbp	pass	warn	98.60517451	8623837	4.4	12168129	4461498	12168129	1207964315	1.71009263	1228981029			0.5204	0.0839	0.3957
SRX5252036	0	23409	0	9635	0	0	593244	2037647	0	0	0	1050940	11064660	0	66.42576455	0	7349785	9027013	2037647	18.42	81.58	11064660	warn	pass	pass	warn	23.97640824	Sanger / Illumina 1.9	fail	11064660	20-101	fail	44		pass	0	Conventional base calls	100	pass	SRX5252036_trimmed.fq.gz	1.1 Gbp	pass	warn	99.04017837	7272559	4.4	11099660	3965248	11099660	1103461383	1.570316318	1121065660			0.4867	0.2112	0.3021
SRX5252037	0	40347	0	8832	0	0	557535	1788300	0	0	0	952221	10419260	0	67.87454195	0	7072025	8630960	1788300	17.16	82.84	10419260	warn	pass	pass	warn	23.81951251	Sanger / Illumina 1.9	fail	10419260	20-101	fail	44		pass	0	Conventional base calls	100	pass	SRX5252037_trimmed.fq.gz	1 Gbp	pass	warn	98.92910802	8091845	4.4	10478056	3751106	10478056	1038121688	1.905157269	1058283656			0.4902	0.1803	0.3295
SRX5252038	0	21100	0	4615	0	0	354993	1748655	0	0	0	2127930	9126947	0	53.35468695	0	4869654	7378292	1748655	19.16	80.84	9126947	fail	pass	pass	warn	23.76472733	Sanger / Illumina 1.9	fail	9126947	20-101	fail	45		pass	0	Conventional base calls	100	pass	SRX5252038_trimmed.fq.gz	883.6 Mbp	pass	fail	96.1487676	32492991	4.4	9138625	3477877	9138625	883810421	4.246008259	923001125			0.5093	0.1408	0.3498
SRX5252039	0	26806	0	6679	0	0	407203	1445597	0	0	0	709559	7593064	0	65.81295772	0	4997220	6147467	1445597	19.04	80.96	7593064	warn	pass	pass	warn	29.8720477	Sanger / Illumina 1.9	fail	7593064	20-101	fail	44		pass	0	Conventional base calls	100	pass	SRX5252039_trimmed.fq.gz	754.7 Mbp	pass	warn	98.73070318	7248449	4.4	7625402	2775652	7625402	754882374	1.984408023	770165602			0.4887	0.2084	0.3028
SRX5252040	0	226377	0	8313	0	0	670964	2158756	0	0	0	3179282	15222423	0	58.98358625	0	8978731	13063667	2158756	14.18	85.82	15222423	warn	pass	pass	warn	17.77333246	Sanger / Illumina 1.9	fail	15222423	20-101	fail	46		pass	0	Conventional base calls	100	pass	SRX5252040_trimmed.fq.gz	1.5 Gbp	pass	warn	99.09425326	7704967	4.4	15234277	5355319	15234277	1518815896	1.28982722	1538661977			0.51	0.1019	0.3882
SRX5252041	0	22351	0	8783	0	0	508063	1819760	0	0	0	929377	9660158	0	65.95983213	0	6371824	7840398	1819760	18.84	81.16	9660158	warn	pass	pass	warn	25.84430414	Sanger / Illumina 1.9	fail	9660158	20-101	fail	44		pass	0	Conventional base calls	100	pass	SRX5252041_trimmed.fq.gz	963.7 Mbp	pass	warn	99.0884058	7293850	4.4	9695034	3412731	9695034	963890784	1.56328375	979198434			0.4858	0.2138	0.3004
SRX5252042	0	26322	0	8981	0	0	555242	1793230	0	0	0	1005912	10486606	0	67.6760336	0	7096919	8693376	1793230	17.1	82.9	10486606	warn	pass	pass	warn	23.6921199	Sanger / Illumina 1.9	fail	10486606	20-101	fail	44		pass	0	Conventional base calls	100	pass	SRX5252042_trimmed.fq.gz	1 Gbp	pass	warn	99.02752845	7596955	4.4	10518723	3743501	10518723	1045673467	1.573578432	1062391023			0.4937	0.1878	0.3185
SRX5252043	0	19022	0	7711	0	0	481123	2219358	0	0	0	831165	9699609	0	63.31420163	0	6141230	7480251	2219358	22.88	77.12	9699609	fail	pass	pass	warn	24.00611035	Sanger / Illumina 1.9	fail	9699609	20-101	fail	44		pass	0	Conventional base calls	100	pass	SRX5252043_trimmed.fq.gz	922.9 Mbp	pass	fail	94.49781677	51740805	4.4	9722851	3843610	9722851	923254111	5.983030987	982007951			0.4931	0.1783	0.3286
SRX5252044	0	33836	0	8482	0	0	516146	1786298	0	0	0	913939	9721380	0	66.4790287	0	6462679	7935082	1786298	18.37	81.63	9721380	warn	pass	pass	warn	25.33742963	Sanger / Illumina 1.9	fail	9721380	20-101	fail	44		pass	0	Conventional base calls	100	pass	SRX5252044_trimmed.fq.gz	965.4 Mbp	pass	warn	98.64847069	8684102	4.4	9764983	3643912	9764983	965675826	2.087419998	986263283			0.491	0.1945	0.3146
SRX5252045	0	29244	0	10812	0	0	695331	2257047	0	0	0	1234076	12747049	0	66.84322779	0	8520539	10490002	2257047	17.71	82.29	12747049	warn	pass	pass	warn	21.46074895	Sanger / Illumina 1.9	fail	12747049	20-101	fail	45		pass	0	Conventional base calls	100	pass	SRX5252045_trimmed.fq.gz	1.2 Gbp	pass	warn	99.12906477	8143973	4.4	12777515	4469549	12777515	1272371183	1.407006878	1290529015			0.4906	0.182	0.3274
SRX5252046	0	18087	0	7460	0	0	440678	1568553	0	0	0	817888	8297021	0	65.61818995	0	5444355	6728468	1568553	18.91	81.09	8297021	warn	pass	pass	warn	27.5752725	Sanger / Illumina 1.9	fail	8297021	20-101	fail	44		pass	0	Conventional base calls	100	pass	SRX5252046_trimmed.fq.gz	827.7 Mbp	pass	warn	99.09352429	6842135	4.4	8329302	2931403	8329302	827914209	1.586346777	841259502			0.4863	0.2151	0.2986
SRX5252047	0	16539	0	5705	0	0	358750	1593430	0	0	0	674722	7162056	0	63.0113755	0	4512910	5568626	1593430	22.25	77.75	7162056	fail	pass	pass	warn	27.96946221	Sanger / Illumina 1.9	fail	7162056	20-101	fail	44		pass	0	Conventional base calls	100	pass	SRX5252047_trimmed.fq.gz	684.9 Mbp	pass	fail	94.97489492	35418733	4.4	7183329	2785400	7183329	685190023	5.558277594	725516229			0.4922	0.1809	0.327
SRX5252048	0	29385	0	8855	0	0	541074	1873836	0	0	0	992711	10128295	0	65.97787683	0	6682434	8254459	1873836	18.5	81.5	10128295	warn	pass	pass	warn	25.2888999	Sanger / Illumina 1.9	fail	10128295	20-101	fail	44		pass	0	Conventional base calls	100	pass	SRX5252048_trimmed.fq.gz	1 Gbp	pass	warn	98.73071015	8627075	4.4	10188598	3741079	10188598	1007082552	2.134578514	1029048398			0.4889	0.2024	0.3087
SRX5252049	0	34721	0	10544	0	0	610860	2381467	0	0	0	1120010	12066036	0	65.5429339	0	7908434	9684569	2381467	19.74	80.26	12066036	warn	pass	pass	warn	23.07912747	Sanger / Illumina 1.9	fail	12066036	20-101	fail	45		pass	0	Conventional base calls	100	pass	SRX5252049_trimmed.fq.gz	1.2 Gbp	pass	warn	99.07735034	8400728	4.4	12100915	4243330	12100915	1203781152	1.506412802	1222192415			0.4885	0.203	0.3085
SRX5252050	0	29299	0	8684	0	0	497990	1938113	0	0	0	935355	9637094	0	64.6216899	0	6227653	7698981	1938113	20.11	79.89	9637094	warn	pass	pass	warn	25.6390751	Sanger / Illumina 1.9	fail	9637094	20-101	fail	44		pass	0	Conventional base calls	100	pass	SRX5252050_trimmed.fq.gz	962.3 Mbp	pass	warn	99.18746191	7193467	4.4	9665305	3338243	9665305	962499164	1.403062882	976195805			0.4839	0.2192	0.2969
SRX5252051	0	22509	0	6776	0	0	407589	1951058	0	0	0	776500	8269155	0	61.73209959	0	5104723	6318097	1951058	23.59	76.41	8269155	fail	pass	pass	warn	26.74566454	Sanger / Illumina 1.9	fail	8269155	20-101	fail	44		pass	0	Conventional base calls	100	pass	SRX5252051_trimmed.fq.gz	795.3 Mbp	pass	fail	95.52144881	35334313	4.4	8288440	3247222	8288440	795548096	4.96747492	837132440			0.4878	0.2055	0.3066
SRX5252052	0	31223	0	9427	0	0	594657	2183374	0	0	0	1015345	11119974	0	65.52126831	0	7285948	8936600	2183374	19.63	80.37	11119974	warn	pass	pass	warn	23.11987952	Sanger / Illumina 1.9	fail	11119974	20-101	fail	43		pass	0	Conventional base calls	100	pass	SRX5252052_trimmed.fq.gz	1.1 Gbp	pass	warn	99.08606117	7703187	4.4	11145865	3954071	11145865	1109383864	1.452254684	1125732365			0.4949	0.1985	0.3065
SRX5252053	0	51340	0	7976	0	0	678541	2347248	0	0	0	4168476	15384800	0	52.85228927	0	8131219	13037552	2347248	15.26	84.74	15384800	fail	pass	pass	warn	18.26869104	Sanger / Illumina 1.9	fail	15384800	20-101	fail	45		pass	0	Conventional base calls	100	pass	SRX5252053_trimmed.fq.gz	1.5 Gbp	pass	warn	99.14816949	8183224	4.4	15401510	5422855	15401510	1535834799	1.267569617	1555552510			0.5125	0.1437	0.3437
SRX5252054	0	67681	0	5446	0	0	480536	1836369	0	0	0	3189739	11226181	0	50.29680174	0	5646410	9389812	1836369	16.36	83.64	11226181	warn	pass	pass	warn	23.49578448	Sanger / Illumina 1.9	fail	11226181	20-101	fail	45		pass	0	Conventional base calls	100	pass	SRX5252054_trimmed.fq.gz	1.1 Gbp	pass	warn	98.96185123	7613404	4.4	11250696	3997243	11250696	1118661412	1.554041062	1136320296			0.4999	0.1601	0.34
SRX5252055	0	26446	0	6894	0	0	635122	2131525	0	0	0	3745712	13531093	0	51.62475788	0	6985394	11399568	2131525	15.75	84.25	13531093	warn	pass	pass	warn	19.37735522	Sanger / Illumina 1.9	fail	13531093	20-101	fail	44		pass	0	Conventional base calls	100	pass	SRX5252055_trimmed.fq.gz	1.3 Gbp	pass	warn	99.06094637	7706230	4.4	13551555	4869858	13551555	1349602054	1.395842955	1368707055			0.5065	0.1512	0.3423
SRX5252056	0	45012	0	7890	0	0	684586	2229898	0	0	0	4084488	15764732	0	55.26803754	0	8712858	13534834	2229898	14.14	85.86	15764732	warn	pass	pass	warn	17.84234427	Sanger / Illumina 1.9	fail	15764732	20-101	fail	46		pass	0	Conventional base calls	100	pass	SRX5252056_trimmed.fq.gz	1.5 Gbp	pass	warn	99.17153416	8315678	4.4	15779162	5509354	15779162	1574137097	1.227227328	1593695362			0.5157	0.1204	0.3639
SRX5252057	0	47967	0	7071	0	0	632534	2010341	0	0	0	3715689	14068735	0	54.41237609	0	7655133	12058394	2010341	14.29	85.71	14068735	warn	pass	pass	warn	19.56742668	Sanger / Illumina 1.9	fail	14068735	20-101	fail	45		pass	0	Conventional base calls	100	pass	SRX5252057_trimmed.fq.gz	1.4 Gbp	pass	warn	98.89424301	6974906	4.4	14080833	5208688	14080833	1400850600	1.498669001	1422164133			0.5048	0.1286	0.3666
SRX5252058	0	45487	0	8833	0	0	828549	1910753	0	0	0	2787185	15796031	0	64.66956161	0	10215224	13885278	1910753	12.1	87.9	15796031	warn	pass	pass	warn	15.6285335	Sanger / Illumina 1.9	fail	15796031	20-101	fail	46		pass	0	Conventional base calls	100	pass	SRX5252058_trimmed.fq.gz	1.5 Gbp	pass	warn	99.04848693	7429838	4.4	15804604	5633900	15804604	1575337677	1.311018343	1596265004			0.5296	0.0773	0.3931
SRX5252059	0	61251	0	8692	0	0	673175	1667316	0	0	0	2561587	15463863	0	67.84748416	0	10491842	13796547	1667316	10.78	89.22	15463863	warn	pass	pass	warn	14.39016561	Sanger / Illumina 1.9	fail	15463863	20-101	fail	48		pass	0	Conventional base calls	100	pass	SRX5252059_trimmed.fq.gz	1.5 Gbp	pass	warn	98.98955662	7492071	4.4	15471581	5389244	15471581	1541344572	1.362133925	1562629681			0.5445	0.0455	0.4099
SRX5252060	0	35496	0	9548	0	0	590830	1985289	0	0	0	1114594	10931858	0	65.82687957	0	7196101	8946569	1985289	18.16	81.84	10931858	warn	pass	pass	warn	24.54743766	Sanger / Illumina 1.9	fail	10931858	20-101	fail	44		pass	0	Conventional base calls	100	pass	SRX5252060_trimmed.fq.gz	1 Gbp	pass	warn	99.04372395	7647273	4.4	10959515	3899226	10959515	1090196273	1.510034842	1106911015			0.4912	0.2003	0.3084
SRX5252061	0	70479	0	6734	0	0	574156	1994461	0	0	0	3380262	13301825	0	54.69725395	0	7275733	11307364	1994461	14.99	85.01	13301825	warn	pass	pass	warn	20.33409772	Sanger / Illumina 1.9	fail	13301825	20-101	fail	45		pass	0	Conventional base calls	100	pass	SRX5252061_trimmed.fq.gz	1.3 Gbp	pass	warn	99.10318456	6656254	4.4	13313508	4734040	13313508	1327290478	1.292057051	1344664308			0.5187	0.1329	0.3484
SRX5329169	0	1608303	0	4246	0	0	351782	47466770	0	0	0	809967	57348564	0	12.393503	0	7107496	4940897	23733385	82.77	17.23	28674282	warn	pass	pass	warn	5.699458827	Sanger / Illumina 1.9	fail	28674282	20-100	fail	53		pass	0	Conventional base calls	100	pass	SRX5329169_val_1.fq.gz	2.8 Gbp	pass	warn	99.10895234	11399305	4.4	28716903	7311438	28716903	2848798275	0.797162041	2871690300	0.5067	0.0307	0.4626		
SRX5329170	0	1182473	0	29583	0	0	1989993	15877736	0	0	0	3100271	61562406	0	63.97142763	0	39382350	22842335	7938868	25.79	74.21	30781203	warn	pass	pass	warn	8.855391478	Sanger / Illumina 1.9	fail	30781203	20-100	fail	49		pass	0	Conventional base calls	100	pass	SRX5329170_val_2.fq.gz	3 Gbp	pass	warn	99.01196773	4073038	4.4	30836014	10065932	30836014	3063115513	0.664349387	3083601400	0.3821	0.0251	0.5928		
SRX5329171	0	1250581	0	28648	0	0	2229760	18360860	0	0	0	3680239	66596396	0	61.63442839	0	41046308	24117768	9180430	27.57	72.43	33298198	warn	pass	pass	warn	8.627971038	Sanger / Illumina 1.9	fail	33298198	20-100	fail	49		pass	0	Conventional base calls	100	pass	SRX5329171_val_2.fq.gz	3.3 Gbp	pass	warn	98.94642725	17353825	4.4	33390854	10089203	33390854	3304196000	1.044878936	3339085400	0.4004	0.0282	0.5714		
SRX5329172	0	1530293	0	22144	0	0	1947737	24555416	0	0	0	4316063	70472472	0	54.06482548	0	38100819	22958528	12277708	34.84	65.16	35236236	pass	pass	pass	warn	8.794922992	Sanger / Illumina 1.9	fail	35236236	20-100	fail	48		pass	0	Conventional base calls	100	pass	SRX5329172_val_2.fq.gz	3.4 Gbp	pass	warn	98.92356363	20034434	4.4	35368087	10939472	35368087	3495833779	1.158528054	3536808700	0.4526	0.0335	0.5139		
SRX5329173	0	1064961	0	3002	0	0	286785	54399840	0	0	0	602771	61533528	0	8.411949011	0	5176169	3566844	27199920	88.41	11.59	30766764	fail	pass	pass	warn	6.4352879	Sanger / Illumina 1.9	fail	30766764	20-100	fail	53		pass	0	Conventional base calls	100	pass	SRX5329173_val_2.fq.gz	3 Gbp	pass	fail	98.90380997	5539788	4.4	30923166	10473785	30923166	3069087695	0.751181331	3092316600	0.452	0.0333	0.5147		
SRX5329174	0	136797	0	36439	0	0	2675844	14043764	0	0	0	4259036	71243864	0	70.31059405	0	50091984	28600050	7021882	19.71	80.29	35621932	warn	pass	pass	warn	8.444877847	Sanger / Illumina 1.9	fail	35621932	20-100	fail	49		pass	0	Conventional base calls	100	pass	SRX5329174_val_2.fq.gz	3.5 Gbp	pass	warn	98.72607578	33033868	4.4	36900020	13006244	36900020	3553348221	3.703352437	3690002000	0.3662	0.0285	0.6053		
SRX5329175	0	2691782	0	21858	0	0	1601398	28515402	0	0	0	2388692	66006830	0	46.64320041	0	30787698	18745714	14257701	43.2	56.8	33003415	warn	pass	pass	warn	8.662200919	Sanger / Illumina 1.9	fail	33003415	20-100	fail	50		pass	0	Conventional base calls	100	pass	SRX5329175_val_2.fq.gz	3.2 Gbp	pass	warn	98.92418715	22562814	4.4	33120928	9566264	33120928	3273981427	1.150673465	3312092800	0.4151	0.0253	0.5596		
SRX5329176	0	1782459	0	4884	0	0	454528	55735798	0	0	0	888901	67566390	0	12.875958	0	8699820	5915296	27867899	82.49	17.51	33783195	warn	pass	pass	warn	7.031565164	Sanger / Illumina 1.9	fail	33783195	20-100	fail	52		pass	0	Conventional base calls	100	pass	SRX5329176_val_2.fq.gz	3.3 Gbp	pass	warn	98.90610293	28349789	4.4	33943858	8910008	33943858	3350246492	1.300362145	3394385800	0.5073	0.0275	0.4652		
SRX5329177	0	1093116	0	33273	0	0	2370756	14824370	0	0	0	3866378	65164164	0	65.95077472	0	42976271	25169897	7412185	22.75	77.25	32582082	warn	pass	pass	warn	8.801497928	Sanger / Illumina 1.9	fail	32582082	20-100	fail	49		pass	0	Conventional base calls	100	pass	SRX5329177_val_2.fq.gz	3.2 Gbp	pass	warn	98.8944445	5825617	4.4	32706613	10827286	32706613	3243369624	0.834439078	3270661300	0.3784	0.0294	0.5922		
SRX5329178	0	1668321	0	3406	0	0	298490	48360956	0	0	0	779784	57221812	0	10.67924064	0	6110855	4430428	24180478	84.51	15.49	28610906	warn	pass	pass	warn	5.603650107	Sanger / Illumina 1.9	fail	28610906	20-100	fail	53		pass	0	Conventional base calls	100	pass	SRX5329178_val_1.fq.gz	2.8 Gbp	pass	warn	99.07851852	3535928	4.4	28689523	9732600	28689523	2849751538	0.669260413	2868952300	0.5266	0.0332	0.4403		
SRX5329179	0	1640299	0	6539	0	0	484874	50849520	0	0	0	829751	62877226	0	14.41896149	0	9066243	6013853	25424760	80.87	19.13	31438613	warn	pass	pass	warn	5.439910825	Sanger / Illumina 1.9	fail	31438613	20-100	fail	53		pass	0	Conventional base calls	100	pass	SRX5329179_val_1.fq.gz	3.1 Gbp	pass	warn	99.08492859	12307264	4.4	31484834	8078576	31484834	3123103550	0.806097628	3148483400	0.4664	0.0237	0.51		
SRX5329180	0	1830567	0	10109	0	0	881173	53018906	0	0	0	1958877	73680340	0	21.68924302	0	15980708	10330717	26509453	71.96	28.04	36840170	fail	pass	pass	warn	6.653092708	Sanger / Illumina 1.9	fail	36840170	20-100	fail	51		pass	0	Conventional base calls	100	pass	SRX5329180_val_1.fq.gz	3.6 Gbp	pass	warn	99.06155813	6013080	4.4	36930468	12275819	36930468	3667469409	0.692582369	3693046800	0.4159	0.0406	0.5435		
SRX5329181	0	2499577	0	15433	0	0	1140451	27494822	0	0	0	6276273	63343430	0	40.91485731	0	25916874	17924304	13747411	43.41	56.59	31671715	fail	pass	pass	warn	9.818521052	Sanger / Illumina 1.9	fail	31671715	20-100	fail	49		pass	0	Conventional base calls	100	pass	SRX5329181_val_1.fq.gz	3.1 Gbp	pass	warn	99.02388412	23010794	4.4	31802803	10076106	31802803	3138612982	1.310177534	3180280300	0.3835	0.0657	0.5508		
SRX5329182	0	485284	0	22242	0	0	1827598	12699108	0	0	0	3970922	55055248	0	65.47985035	0	36050094	21178070	6349554	23.07	76.93	27527624	warn	pass	pass	warn	8.839765312	Sanger / Illumina 1.9	fail	27527624	20-100	fail	48		pass	0	Conventional base calls	100	pass	SRX5329182_val_1.fq.gz	2.7 Gbp	pass	warn	99.07113756	16310462	4.4	27609958	8703429	27609958	2729902965	1.126145683	2760995800	0.3688	0.0348	0.5964		
SRX5329183	0	2076524	0	21496	0	0	1669257	29828770	0	0	0	6397536	76192758	0	47.50999432	0	36199175	23181994	14914385	39.15	60.85	38096379	warn	pass	pass	warn	8.016866344	Sanger / Illumina 1.9	fail	38096379	20-100	fail	48		pass	0	Conventional base calls	100	pass	SRX5329183_val_1.fq.gz	3.7 Gbp	pass	warn	99.03529724	5778015	4.4	38199489	12612926	38199489	3791735265	0.738586713	3819948900	0.4199	0.0481	0.532		
SRX5329184	0	3225853	0	14176	0	0	1111444	53827174	0	0	0	1778426	81153774	0	26.11918085	0	21196701	13663300	26913587	66.33	33.67	40576887	warn	pass	pass	warn	5.234287584	Sanger / Illumina 1.9	fail	40576887	20-100	fail	52		pass	0	Conventional base calls	100	pass	SRX5329184_val_1.fq.gz	4 Gbp	pass	warn	99.03955747	5481632	4.4	40683603	13791589	40683603	4038759182	0.727593325	4068360300	0.4471	0.0243	0.5287		
SRX5329185	0	1060454	0	1775	0	0	129306	40387700	0	0	0	614717	45006866	0	6.249966394	0	2812914	2309583	20193850	89.74	10.26	22503433	warn	pass	pass	warn	6.158849092	Sanger / Illumina 1.9	fail	22503433	20-100	fail	53		pass	0	Conventional base calls	100	pass	SRX5329185_val_1.fq.gz	2.2 Gbp	pass	warn	98.94595274	12282535	4.4	22561485	5840346	22561485	2231486427	1.093105042	2256148500	0.4926	0.0547	0.4527		
SRX5329186	0	622252	0	886	0	0	54387	45720048	0	0	0	302289	47979380	0	2.666808116	0	1279518	1129666	22860024	95.29	4.71	23989690	warn	pass	pass	warn	4.669829303	Sanger / Illumina 1.9	fail	23989690	20-100	fail	54		pass	0	Conventional base calls	100	pass	SRX5329186_val_1.fq.gz	2.3 Gbp	pass	warn	99.0622414	12584255	4.4	24039789	5845874	24039789	2381639495	0.929267932	2403978900	0.5197	0.0536	0.4268		
SRX5329187	0	1272084	0	11408	0	0	1116022	29232252	0	0	0	2529816	54202286	0	36.97390918	0	20040704	12485017	14616126	53.93	46.07	27101143	fail	pass	pass	warn	8.821214479	Sanger / Illumina 1.9	fail	27101143	20-100	fail	50		pass	0	Conventional base calls	100	pass	SRX5329187_val_1.fq.gz	2.6 Gbp	pass	warn	99.01549887	5746519	4.4	27226711	8939607	27226711	2701771290	0.767621546	2722671100	0.3886	0.0433	0.5681		
SRX5329188	0	2906753	0	11315	0	0	983175	40995206	0	0	0	2076681	66161614	0	29.00244241	0	19188484	12583204	20497603	61.96	38.04	33080807	fail	pass	pass	warn	8.822758095	Sanger / Illumina 1.9	fail	33080807	20-100	fail	51		pass	0	Conventional base calls	100	pass	SRX5329188_val_2.fq.gz	3.2 Gbp	pass	warn	99.00751321	6853755	4.4	33164008	11303167	33164008	3291312971	0.756477595	3316400800	0.4827	0.0311	0.4863		
SRX5329189	0	4009898	0	4611	0	0	303338	47494178	0	0	0	1935873	61264748	0	12.26945388	0	7516850	6885285	23747089	77.52	22.48	30632374	fail	pass	pass	warn	8.627665065	Sanger / Illumina 1.9	fail	30632374	20-100	fail	52		pass	0	Conventional base calls	100	pass	SRX5329189_val_2.fq.gz	3 Gbp	pass	warn	98.95332193	39896625	4.4	31343712	8926488	31343712	3040064485	3.008792162	3134371200	0.5298	0.0503	0.4199		
SRX5329190	0	2077601	0	3702	0	0	255447	64267806	0	0	0	1225772	73600440	0	7.839779219	0	5770112	4666317	32133903	87.32	12.68	36800220	warn	pass	pass	warn	5.532297267	Sanger / Illumina 1.9	fail	36800220	20-100	fail	53		pass	0	Conventional base calls	100	pass	SRX5329190_val_1.fq.gz	3.6 Gbp	pass	warn	99.04598929	5426482	4.4	36903184	12495513	36903184	3664287480	0.705384121	3690318400	0.4873	0.0539	0.4587		
SRX5329191	0	1862541	0	4371	0	0	386323	63923986	0	0	0	944646	74757282	0	10.21360702	0	7635415	5416648	31961993	85.51	14.49	37378641	warn	pass	pass	warn	4.677648335	Sanger / Illumina 1.9	fail	37378641	20-100	fail	53		pass	0	Conventional base calls	100	pass	SRX5329191_val_1.fq.gz	3.7 Gbp	pass	warn	99.01675639	21279078	4.4	37478678	9603659	37478678	3708421927	1.052488378	3747867800	0.5302	0.0303	0.4395		
SRX5329192	0	2831699	0	6258	0	0	576760	51067226	0	0	0	1497566	66802204	0	16.20110468	0	10822695	7867489	25533613	76.45	23.55	33401102	warn	pass	pass	warn	5.836370375	Sanger / Illumina 1.9	fail	33401102	20-100	fail	52		pass	0	Conventional base calls	100	pass	SRX5329192_val_1.fq.gz	3.3 Gbp	pass	warn	98.65468774	55746436	4.4	34294248	10579845	34294248	3300052162	3.772429651	3429424800	0.4725	0.0348	0.4927		
SRX5329193	0	1766714	0	11904	0	0	1067404	44597022	0	0	0	1959202	70399120	0	29.82547793	0	20996874	12901049	22298511	63.35	36.65	35199560	fail	pass	pass	warn	6.45683448	Sanger / Illumina 1.9	fail	35199560	20-100	fail	51		pass	0	Conventional base calls	100	pass	SRX5329193_val_1.fq.gz	3.4 Gbp	pass	warn	99.09127927	5061339	4.4	35305646	11701165	35305646	3506752818	0.674446858	3530564600	0.4409	0.0297	0.5295		
SRX5329194	0	2212341	0	12188	0	0	884814	51959752	0	0	0	1399179	72805300	0	22.43933615	0	16337026	10422774	25979876	71.37	28.63	36402650	warn	pass	pass	warn	5.836279461	Sanger / Illumina 1.9	fail	36402650	20-100	fail	52		pass	0	Conventional base calls	100	pass	SRX5329194_val_1.fq.gz	3.6 Gbp	pass	warn	99.07185197	5251158	4.4	36487288	12334812	36487288	3623727517	0.685205297	3648728800	0.4359	0.0261	0.538		
SRX6700162	0	364072	0	39070	0	0	3663591	13678674	0	0	0	4272922	74202928	0	70.32687309	0	52184599	30262127	6839337	18.43	81.57	37101464	pass	pass	pass	warn	8.378036657	Sanger / Illumina 1.9	fail	37101464	20-126	fail	48		pass	0	Conventional base calls	122	pass	SRX6700162_val_2.fq.gz	4.3 Gbp	pass	warn	118.0227505	186804526	4.4	37358855	15508362	37358855	4379909669	6.953283635	4707215730	0.3807	0.0288	0.5906		
SRX6700163	0	135416	0	39908	0	0	3590346	10499632	0	0	0	4851903	67873696	0	71.83414765	0	48756491	28687032	5249816	15.47	84.53	33936848	pass	pass	pass	warn	8.784605695	Sanger / Illumina 1.9	fail	33936848	20-126	fail	48		pass	0	Conventional base calls	122	pass	SRX6700163_val_2.fq.gz	4 Gbp	pass	warn	118.2767624	51043183	4.4	34246837	15227640	34246837	4147964666	3.87329933	4315101462	0.3142	0.0323	0.6536		
